id,weathered,sio,nao,ko,cao,mgo,alo,feo,cuo,pbo,bao,po,sro,sno,so
1,0,67.26147507725831,-0.5092950608021759,9.478565876078347,5.256970828125454,-0.2124378287035496,2.624332327404502,0.9986794666970186,2.9906805617065064,-1.2176063244793034,-0.9054814681631098,0.4214453430373092,-0.959528829103969,-0.2287245128809402,0.1682498517430034
3,0,84.98147507725831,-0.5092950608021759,4.678565876078348,0.9469708281254536,-1.0824378287035497,2.754332327404501,-0.7413205333029814,-0.0993194382934934,-0.9676063244793034,-0.9054814681631098,-0.0885546569626907,-0.959528829103969,-0.2287245128809402,-0.2217501482569965
3,0,59.64147507725832,-0.5092950608021759,11.858565876078346,4.806970828125454,0.0275621712964504,4.194332327404502,1.4186794666970188,4.210680561706506,0.1923936755206965,1.95451853183689,-0.0485546569626907,-0.859528829103969,-0.2287245128809402,-0.2217501482569965
4,0,63.81147507725832,-0.5092950608021759,9.158565876078349,6.056970828125454,0.4775621712964504,5.134332327404502,1.3186794666970187,1.3006805617065067,-1.2176063244793034,-0.9054814681631098,0.0414453430373092,-0.959528829103969,-0.2287245128809402,0.1382498517430034
5,0,59.51147507725832,-0.5092950608021759,10.438565876078346,6.286970828125454,0.6875621712964504,6.194332327404502,1.8786794666970188,2.390680561706507,-1.2176063244793034,-0.9054814681631098,0.1914453430373092,-0.8995288291039689,-0.2287245128809402,0.2482498517430034
6,0,65.58147507725832,-0.5092950608021759,6.858565876078348,-1.0630291718745462,0.8975621712964503,9.8443323274045,1.6486794666970188,1.6306805617065063,-1.0176063244793034,0.4745185318368901,3.431445343037309,-0.849528829103969,-0.2287245128809402,-0.2217501482569965
6,0,57.74147507725832,-0.5092950608021759,7.168565876078348,4.346970828125454,0.6475621712964503,8.744332327404504,5.298679466697019,1.3006805617065067,-0.8676063244793034,0.0645185318368901,3.751445343037309,-0.839528829103969,-0.2287245128809402,-0.2217501482569965
7,0,90.56147507725832,-0.5092950608021759,-0.5114341239216521,0.0069708281254539,-1.0824378287035497,0.6743323274045019,-0.5713205333029814,2.3606805617065065,-1.2176063244793034,-0.9054814681631098,-0.1385546569626907,-0.959528829103969,-0.2287245128809402,-0.2217501482569965
9,0,92.95147507725832,-0.5092950608021759,0.0785658760783478,-0.4430291718745461,-1.0824378287035497,0.0143323274045019,-0.4213205333029814,0.6706805617065066,-1.2176063244793034,-0.9054814681631098,-0.3985546569626907,-0.959528829103969,-0.2287245128809402,-0.2217501482569965
10,0,94.70147507725832,-0.5092950608021759,0.4085658760783479,-0.8530291718745462,-1.0824378287035497,-0.495667672595498,-0.4813205333029814,-0.0393194382934934,-1.2176063244793034,-0.9054814681631098,-0.7485546569626907,-0.959528829103969,-0.2287245128809402,-0.2217501482569965
12,0,92.22147507725832,-0.5092950608021759,0.4985658760783479,-0.3430291718745462,-1.0824378287035497,0.1543323274045018,-0.4513205333029814,0.7706805617065065,-1.2176063244793034,-0.9054814681631098,-0.5985546569626907,-0.959528829103969,-0.2287245128809402,-0.2217501482569965
13,0,56.94147507725832,2.350704939197824,12.018565876078346,7.636970828125453,-1.0824378287035497,4.854332327404502,2.1386794666970186,3.8506805617065063,-1.2176063244793034,-0.9054814681631098,0.5214453430373093,-0.959528829103969,-0.2287245128809402,-0.2217501482569965
14,0,60.40147507725832,2.870704939197824,11.768565876078346,7.166970828125455,-0.4224378287035496,7.924332327404502,-0.2413205333029814,-0.4093194382934935,0.4023936755206967,-0.9054814681631098,-0.5885546569626907,-0.959528829103969,-0.2287245128809402,-0.2217501482569965
15,0,59.80147507725832,2.700704939197824,6.928565876078348,-1.0630291718745462,-0.0624378287035496,1.8443323274045016,0.2986794666970186,0.4106805617065066,-1.0276063244793034,-0.9054814681631098,-0.4885546569626907,-0.959528829103969,-0.2287245128809402,-0.2217501482569965
16,0,63.111475077258326,1.590704939197824,14.008565876078348,7.206970828125454,-0.5624378287035496,4.874332327404502,-0.3213205333029814,0.1906805617065066,-1.1076063244793033,-0.9054814681631098,-0.7485546569626907,-0.9195288291039688,-0.2287245128809402,-0.2217501482569965
17,0,58.64147507725832,1.610704939197824,5.198565876078348,-1.0630291718745462,-0.2324378287035496,-1.305667672595498,0.2986794666970186,0.2106805617065066,-1.0276063244793034,-0.9054814681631098,-0.5685546569626907,-0.959528829103969,-0.2287245128809402,-0.2217501482569965
18,0,77.3914750772583,-0.5092950608021759,8.908565876078347,-1.0630291718745462,0.4475621712964504,1.7443323274045015,-0.7413205333029814,-0.8793194382934935,-1.2176063244793034,-0.9054814681631098,0.6114453430373094,-0.8895288291039689,2.13127548711906,-0.2217501482569965
21,0,74.61147507725832,-0.5092950608021759,-0.5114341239216521,3.646970828125454,0.1375621712964503,4.884332327404502,1.6286794666970188,2.4006805617065066,-0.2176063244793034,1.0645185318368902,0.3514453430373093,-0.959528829103969,-0.2287245128809402,-0.2217501482569965
22,0,90.2814750772583,-0.5092950608021759,0.2285658760783478,0.5969708281254538,-0.4424378287035496,2.194332327404502,-0.3913205333029814,-0.3293194382934934,-1.2176063244793034,-0.9054814681631098,-0.5385546569626908,-0.959528829103969,-0.2287245128809402,-0.2217501482569965
27,0,90.65147507725833,-0.5092950608021759,-0.5114341239216521,-0.1230291718745462,-0.5424378287035496,1.2043323274045017,-0.5413205333029814,0.6606805617065066,-1.2176063244793034,-0.9054814681631098,-0.3885546569626907,-0.959528829103969,-0.2287245128809402,-0.2217501482569965
