id,weathered,sio,nao,ko,cao,mgo,alo,feo,cuo,pbo,bao,po,sro,sno,so,type
1,0,67.26147507725831,-0.5092950608021759,9.478565876078347,5.256970828125454,-0.2124378287035496,2.624332327404502,0.9986794666970186,2.9906805617065064,-1.2176063244793034,-0.9054814681631098,0.4214453430373092,-0.959528829103969,-0.2287245128809402,0.1682498517430034,1
2,0,34.21147507725832,-0.5092950608021759,0.5385658760783479,1.2769708281254537,0.0975621712964502,4.424332327404502,1.1186794666970186,-0.6193194382934935,46.21239367552069,-0.9054814681631098,2.821445343037309,-0.769528829103969,-0.2287245128809402,-0.2217501482569965,0
3,0,84.98147507725831,-0.5092950608021759,4.678565876078348,0.9469708281254536,-1.0824378287035497,2.754332327404501,-0.7413205333029814,-0.0993194382934934,-0.9676063244793034,-0.9054814681631098,-0.0885546569626907,-0.959528829103969,-0.2287245128809402,-0.2217501482569965,1
3,0,59.64147507725832,-0.5092950608021759,11.858565876078346,4.806970828125454,0.0275621712964504,4.194332327404502,1.4186794666970188,4.210680561706506,0.1923936755206965,1.95451853183689,-0.0485546569626907,-0.859528829103969,-0.2287245128809402,-0.2217501482569965,1
4,0,63.81147507725832,-0.5092950608021759,9.158565876078349,6.056970828125454,0.4775621712964504,5.134332327404502,1.3186794666970187,1.3006805617065067,-1.2176063244793034,-0.9054814681631098,0.0414453430373092,-0.959528829103969,-0.2287245128809402,0.1382498517430034,1
5,0,59.51147507725832,-0.5092950608021759,10.438565876078346,6.286970828125454,0.6875621712964504,6.194332327404502,1.8786794666970188,2.390680561706507,-1.2176063244793034,-0.9054814681631098,0.1914453430373092,-0.8995288291039689,-0.2287245128809402,0.2482498517430034,1
6,0,65.58147507725832,-0.5092950608021759,6.858565876078348,-1.0630291718745462,0.8975621712964503,9.8443323274045,1.6486794666970188,1.6306805617065063,-1.0176063244793034,0.4745185318368901,3.431445343037309,-0.849528829103969,-0.2287245128809402,-0.2217501482569965,1
6,0,57.74147507725832,-0.5092950608021759,7.168565876078348,4.346970828125454,0.6475621712964503,8.744332327404504,5.298679466697019,1.3006805617065067,-0.8676063244793034,0.0645185318368901,3.751445343037309,-0.839528829103969,-0.2287245128809402,-0.2217501482569965,1
7,0,90.56147507725832,-0.5092950608021759,-0.5114341239216521,0.0069708281254539,-1.0824378287035497,0.6743323274045019,-0.5713205333029814,2.3606805617065065,-1.2176063244793034,-0.9054814681631098,-0.1385546569626907,-0.959528829103969,-0.2287245128809402,-0.2217501482569965,1
8,0,18.07147507725832,-0.5092950608021759,-0.5114341239216521,0.4169708281254538,-1.0824378287035497,0.0343323274045019,-0.7413205333029814,9.530680561706507,27.462393675520698,30.32451853183689,2.841445343037309,-0.589528829103969,-0.2287245128809402,2.3582498517430035,0
8,1,2.5414750772583186,-0.5092950608021759,-0.5114341239216521,2.1269708281254536,-1.0824378287035497,-0.195667672595498,-0.7413205333029814,2.260680561706507,31.2323936755207,29.71451853183689,6.811445343037309,-0.4295288291039689,-0.2287245128809402,14.808249851743003,0
9,0,92.95147507725832,-0.5092950608021759,0.0785658760783478,-0.4430291718745461,-1.0824378287035497,0.0143323274045019,-0.4213205333029814,0.6706805617065066,-1.2176063244793034,-0.9054814681631098,-0.3985546569626907,-0.959528829103969,-0.2287245128809402,-0.2217501482569965,1
10,0,94.70147507725832,-0.5092950608021759,0.4085658760783479,-0.8530291718745462,-1.0824378287035497,-0.495667672595498,-0.4813205333029814,-0.0393194382934934,-1.2176063244793034,-0.9054814681631098,-0.7485546569626907,-0.959528829103969,-0.2287245128809402,-0.2217501482569965,1
11,0,31.521475077258323,-0.5092950608021759,-0.3014341239216521,2.446970828125454,-0.3724378287035497,1.384332327404502,-0.7413205333029814,4.050680561706506,24.1723936755207,13.70451853183689,8.63144534303731,-0.589528829103969,-0.2287245128809402,-0.2217501482569965,0
12,0,92.22147507725832,-0.5092950608021759,0.4985658760783479,-0.3430291718745462,-1.0824378287035497,0.1543323274045018,-0.4513205333029814,0.7706805617065065,-1.2176063244793034,-0.9054814681631098,-0.5985546569626907,-0.959528829103969,-0.2287245128809402,-0.2217501482569965,1
13,0,56.94147507725832,2.350704939197824,12.018565876078346,7.636970828125453,-1.0824378287035497,4.854332327404502,2.1386794666970186,3.8506805617065063,-1.2176063244793034,-0.9054814681631098,0.5214453430373093,-0.959528829103969,-0.2287245128809402,-0.2217501482569965,1
