id,weathered,sio,nao,ko,cao,mgo,alo,feo,cuo,pbo,bao,po,sro,sno,so
2,0,34.21147507725832,-0.5092950608021759,0.5385658760783479,1.2769708281254537,0.0975621712964502,4.424332327404502,1.1186794666970186,-0.6193194382934935,46.21239367552069,-0.9054814681631098,2.821445343037309,-0.769528829103969,-0.2287245128809402,-0.2217501482569965
8,0,18.07147507725832,-0.5092950608021759,-0.5114341239216521,0.4169708281254538,-1.0824378287035497,0.0343323274045019,-0.7413205333029814,9.530680561706507,27.462393675520698,30.32451853183689,2.841445343037309,-0.589528829103969,-0.2287245128809402,2.3582498517430035
8,1,2.5414750772583186,-0.5092950608021759,-0.5114341239216521,2.1269708281254536,-1.0824378287035497,-0.195667672595498,-0.7413205333029814,2.260680561706507,31.2323936755207,29.71451853183689,6.811445343037309,-0.4295288291039689,-0.2287245128809402,14.808249851743003
11,0,31.521475077258323,-0.5092950608021759,-0.3014341239216521,2.446970828125454,-0.3724378287035497,1.384332327404502,-0.7413205333029814,4.050680561706506,24.1723936755207,13.70451853183689,8.63144534303731,-0.589528829103969,-0.2287245128809402,-0.2217501482569965
19,0,27.57147507725832,-0.5092950608021759,-0.5114341239216521,1.866970828125454,-0.4924378287035497,2.2643323274045017,0.5886794666970186,2.630680561706506,41.602393675520695,4.44451853183689,8.08144534303731,-0.769528829103969,-0.2287245128809402,-0.2217501482569965
20,0,35.29147507725832,-0.5092950608021759,0.1985658760783478,-1.0630291718745462,-1.0824378287035497,4.144332327404502,0.7686794666970186,3.9006805617065066,8.082393675520697,22.64451853183689,5.001445343037309,-0.959528829103969,-0.2287245128809402,-0.2217501482569965
23,0,51.72147507725832,7.410704939197824,-0.5114341239216521,-0.5630291718745462,-0.3724378287035497,0.1143323274045018,-0.7413205333029814,2.1106805617065065,15.762393675520697,10.95451853183689,-0.7485546569626907,-0.6295288291039689,-0.2287245128809402,-0.2217501482569965
24,0,29.87147507725832,-0.5092950608021759,-0.5114341239216521,-0.5930291718745462,-1.0824378287035497,0.284332327404502,-0.7413205333029814,7.580680561706507,27.9223936755207,25.32451853183689,-0.6085546569626907,-0.0495288291039689,-0.2287245128809402,-0.2217501482569965
25,0,48.54147507725832,1.800704939197824,-0.5114341239216521,-0.4330291718745461,-1.0824378287035497,0.5943323274045018,0.8086794666970186,0.2406805617065066,30.682393675520697,5.74451853183689,-0.5585546569626907,-0.759528829103969,-0.2287245128809402,-0.2217501482569965
26,0,17.72147507725832,-0.5092950608021759,-0.5114341239216521,0.3769708281254538,-1.0824378287035497,-0.6056676725954981,-0.7413205333029814,9.690680561706507,28.3123936755207,31.34451853183689,2.381445343037309,-0.509528829103969,-0.2287245128809402,1.7382498517430034
26,1,1.6514750772583184,-0.5092950608021759,-0.111434123921652,1.9469708281254536,-1.0824378287035497,-0.1256676725954981,-0.7413205333029814,2.720680561706507,28.7023936755207,34.54451853183689,5.291445343037309,-0.339528829103969,-0.2287245128809402,15.728249851743003
